Numero,Wiki Friendly Name,Sestiere,lat,long,street view html,Affordability,Affordability (Scaled),Resident Services,Resident Services (Scaled),Tourism,Tourism (Scaled),User Density,User Density (Scaled),Accessibility,Reachability,Reachability (Scaled),Green Space,Green Space (Scaled),TOTAL AVERAGE,Public Services Average,Island Usage Average,Mobility
#,Island of _____,,,,,,,,,,,,,,,,,,,,,
1,Island of Sant'Alvise,Cannaregio,45.448163,12.327812,https://www.google.com/maps/embed?pb=!4v1750252329757!6m8!1m7!1sdJvg2AR19Hza47yrX_hoGg!2m2!1d45.44793226890473!2d12.32835422767917!3f114.94904765231281!4f2.6240636575926715!5f0.7820865974627469,3800000,6.385004154,0,0,0.2662116041,9.619697708,0.005637612448,9.671045874,0,1.5,0.5,0.4078698956,4.371087768,4.363833643,3.585363974,9.645371791,0.25
2,Island of Madonna dell'Orto,Cannaregio,45.446664,12.332765,https://www.google.com/maps/embed?pb=!4v1750252589256!6m8!1m7!1sCAoSF0NJSE0wb2dLRUlDQWdJREVuS2VuemdF!2m2!1d45.44670280704172!2d12.33275715965958!3f206.94920033535817!4f0.8639183132722934!5f0.7820865974627469,9948333.333,0,0,0,0.03273809524,9.953231293,0.005569823435,9.675001356,0,3.65,1.216666667,0.245523764,2.63124573,3.353735006,0.87708191,9.814116324,0.6083333333
3,Island of Sensa,Cannaregio,45.447174,12.327027,https://www.google.com/maps/embed?pb=!4v1750252622919!6m8!1m7!1sCAoSFkNJSE0wb2dLRUlDQWdJREUxb0xFTFE.!2m2!1d45.44731014390221!2d12.32669702213889!3f18.087769310154968!4f-1.947219401961192!5f0.7820865974627469,4910000,5.232276378,0,0,0.3824130879,9.453695589,0.02059970746,8.798009117,0,0,0,0.1571338703,1.683982921,3.595423429,2.305419766,9.125852353,0
4,Island of Brazzo,Cannaregio,45.446091,12.330738,https://www.google.com/maps/embed?pb=!4v1750252671362!6m8!1m7!1syECKDtffQw6VvN9vPJjDyA!2m2!1d45.44604801238261!2d12.33088335058224!3f34.875125026786414!4f-3.4350635350950256!5f0.7820865974627469,7350000,2.698352257,0,0,0.3732394366,9.466800805,0.01598753792,9.067128752,0,0,0,0.1425409521,1.527592546,3.251410623,1.408648268,9.266964778,0
5,Island of Mori,Cannaregio,45.445401,12.332802,https://www.google.com/maps/embed?pb=!4v1750252688269!6m8!1m7!1s6PvFKrz8vdKa1QL-3KssqQ!2m2!1d45.44540268990832!2d12.33279600190568!3f134.62615357916198!4f-1.6818678840937054!5f0.7820865974627469,4460000,5.699598449,0,0,1.874371859,7.322325915,0.04699435404,7.257884113,0,0,0,0.08175258546,0.876131654,3.022277162,2.191910034,7.290105014,0
6,Island of S. Maria di Valverde Maggiore,Cannaregio,45.444425,12.334682,https://www.google.com/maps/embed?pb=!4v1750252714722!6m8!1m7!1sCAoSF0NJSE0wb2dLRUlDQWdJQzRzcUtSa1FF!2m2!1d45.44460993336455!2d12.33463008747226!3f186.6465937311139!4f5.605052549408001!5f0.7820865974627469,3911250,6.269471753,0,0,0.3372093023,9.518272425,0.007156092262,9.582442728,0,0,0,0.3376007427,3.618022543,4.141172778,3.295831432,9.550357577,0
7,Island of San Girolamo,Cannaregio,45.447185,12.324054,https://www.google.com/maps/embed?pb=!4v1750252736029!6m8!1m7!1sDTyFgQy-WNBOwdZO2oXErg!2m2!1d45.44720338269435!2d12.32404075659145!3f193.62929925607315!4f-4.1086177437825455!5f0.7820865974627469,0,10,1.5,0.03311258278,0.2050078247,9.707131679,0.01732790242,8.988918616,0,0,0,0.09220163415,0.9881127279,4.245325087,3.67374177,9.348025147,0
8,Island of Ormesini,Cannaregio,45.445912,12.328324,https://www.google.com/maps/embed?pb=!4v1750252755824!6m8!1m7!1sFeD08SeclarNIhuZFsv0oA!2m2!1d45.44592247361193!2d12.32830186436878!3f188.19299484731016!4f-0.24146782072729422!5f0.7820865974627469,4067500,6.107207145,111,2.450331126,0.6952861953,9.006734007,0.04319663693,7.479480529,0,0,0,0.0745385206,0.7988194743,3.69179604,3.118785915,8.243107268,0
9,Island of Misericordia,Cannaregio,45.444534,12.332504,https://www.google.com/maps/embed?pb=!4v1750252791386!6m8!1m7!1sqkOHcH7fVAE2495mD7ezVg!2m2!1d45.44457618117524!2d12.33248953260826!3f35.466369863950646!4f-3.267235260268208!5f0.7820865974627469,6076000,4.021392966,15,0.3311258278,1.284931507,8.164383562,0.02428533616,8.582953049,0,0,0,0.07096384479,0.7605101461,3.122909364,1.70434298,8.373668305,0
10,Island of Chiovere San Girolamo,Cannaregio,45.44619,12.323742,https://www.google.com/maps/embed?pb=!4v1750252821646!6m8!1m7!1sPsBsgS_VM0P14FWxdtf8qw!2m2!1d45.44625579067005!2d12.32373263557618!3f109.48441133723159!4f-2.3852338889093403!5f0.7820865974627469,2636500,7.593291332,0,0,0.1474926254,9.789296249,0.01279563172,9.253376161,0,0,0,0.1486301708,1.592849898,4.032687663,3.062047077,9.521336205,0
11,Island of Ghetto,Cannaregio,45.445353,12.326893,https://www.google.com/maps/embed?pb=!4v1750252863510!6m8!1m7!1sCAoSF0NJSE0wb2dLRUlDQWdJRHFyYUxfcFFF!2m2!1d45.4453500047603!2d12.32689303648616!3f297.1319011842097!4f1.6271439181168859!5f0.7820865974627469,3651250,6.539480061,5,0.1103752759,0.4943820225,9.293739968,0.01979891725,8.844735147,0,0,0,0.1234978696,1.323510347,3.730262971,2.657788561,9.069237557,0
12,Island of Servi,Cannaregio,45.444259,12.33118,https://www.google.com/maps/embed?pb=!4v1750252969801!6m8!1m7!1svejsnaKXSGb2nOLxGf4U4g!2m2!1d45.4439705282327!2d12.33203188658153!3f78.19251276257216!4f0.12028560328356264!5f0.7820865974627469,4725000,5.424397674,100,2.207505519,0,10,0.01304380608,9.238895212,0,0,0,0.4451856532,4.77099581,4.520256316,4.134299667,9.619447606,0
13,Island of San Marziale,Cannaregio,45.443598,12.333141,https://www.google.com/maps/embed?pb=!4v1750252984371!6m8!1m7!1s7XJ2r6KzdHiX-Ky9gczqkw!2m2!1d45.44354435987334!2d12.33300991151862!3f139.55225049857236!4f1.5244257407758823!5f0.7820865974627469,4569375,5.586013223,0,0,1.132352941,8.382352941,0.02261384903,8.680484157,0,0,0,0.08741314811,0.9367951558,3.369377925,2.17426946,8.531418549,0
14,Island of Ca'Vendramin,Cannaregio,45.443261,12.33277,https://www.google.com/maps/embed?pb=!4v1750253002793!6m8!1m7!1s3hZ67ItsNT5NuUHUvrXDbw!2m2!1d45.4431610600898!2d12.33256542910511!3f136.14495369719262!4f-0.9009190788380153!5f0.7820865974627469,3966666.667,6.211921905,0,0,2.93814433,5.802650957,0.04946628482,7.113647198,0,0,0,0.07774721744,0.8332066543,2.851632388,2.348376186,6.458149078,0
15,Island of San Leonardo,Cannaregio,45.44494,12.325107,https://www.google.com/maps/embed?pb=!4v1750253046693!6m8!1m7!1sKpXdiEIYeK1hxeESc_yBIA!2m2!1d45.44487356059679!2d12.32577418577915!3f280.3805102444394!4f-0.9499061185221223!5f0.7820865974627469,4630000,5.523054556,339,7.483443709,0.928678118,8.673316974,0.02842563858,8.341366815,0,13.89285714,4.630952381,0.1153478665,1.236167841,5.126900325,4.747555369,8.507341894,2.31547619
16,Island of Maddalena,Cannaregio,45.443004,12.330536,https://www.google.com/maps/embed?pb=!4v1750253066163!6m8!1m7!1sWXny0hCKxirFqe-wB6efyw!2m2!1d45.44315422791433!2d12.33117072655143!3f256.1586366315231!4f0!5f0.7820865974627469,4145000,6.026723899,0.5,0.01103752759,1.488888889,7.873015873,0.02795487984,8.36883554,0,0,0,0.07831606079,0.8393028733,3.302702245,2.292354767,8.120925706,0
17,Island of Santa Fosca,Cannaregio,45.442533,12.332195,https://www.google.com/maps/embed?pb=!4v1750253116698!6m8!1m7!1srvqrr1I0YWe2EFO5jx4_nA!2m2!1d45.44255035318237!2d12.33241029109789!3f332.593951862722!4f-3.3004864674786347!5f0.7820865974627469,4270833.333,5.896046801,110,2.428256071,1.489208633,7.872559096,0.02375494895,8.61390109,0,0,0,0.01281739158,0.1373622916,3.564017907,2.820555054,8.243230093,0
18,Island of San Felice,Cannaregio,45.44213,12.333492,https://www.google.com/maps/embed?pb=!4v1750253139659!6m8!1m7!1sCAoSFENJSE0wb2dLRUlDQWdJQ093YThj!2m2!1d45.44209151888576!2d12.33347382597158!3f175.36329737294255!4f-9.81636401432381!5f0.7820865974627469,2860000,7.361188037,10,0.2207505519,1.744047619,7.508503401,0.03357909336,8.04066324,0,0,0,0.08097030081,0.8677480128,3.428407606,2.816562201,7.774583321,0
19,Island of Macello,Cannaregio,45.445321,12.318345,https://www.google.com/maps/embed?pb=!4v1750253167119!6m8!1m7!1s2KwtZ9e8hSqJnotj0cC0vQ!2m2!1d45.44524494381543!2d12.31845871503717!3f38.60569057752923!4f-2.722482926448251!5f0.7820865974627469,2957500,7.259934921,100,2.207505519,0.3218390805,9.540229885,0.008819694762,9.485371687,3.333333333,3.183333333,1.061111111,0.2242215464,2.40295268,5.041491305,3.956797707,9.512800786,2.197222222
20,Island of San Geremia,Cannaregio,45.442433,12.32075,https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469,4646250,5.506179036,41,0.9050772627,1.637002342,7.661425226,0.008352175347,9.512651399,3.333333333,13.74507042,4.581690141,0.1344138237,1.440495185,4.70583594,2.617250495,8.587038312,3.957511737
21,Island of San Zan Degolà,San Croce,45.440638,12.325764,https://www.google.com/maps/embed?pb=!4v1750590372326!6m8!1m7!1sM9wrUTrUbezcqqGxJH-h3g!2m2!1d45.44067341679782!2d12.32578709308692!3f357.88766336500925!4f-0.5675811037343266!5f0.7820865974627469,5444000,4.677720853,120,2.649006623,0.7775489186,8.889215831,0.02202910267,8.714604049,0,8.6,2.866666667,0.1632810373,1.749861297,4.22101076,3.025529591,8.80190994,1.433333333
22,Island of San Giacomo da l'Orio,San Croce,45.440693,12.32791,https://www.google.com/maps/embed?pb=!4v1750590446668!6m8!1m7!1sN2fs4t0RdehRiypZQpz0MA!2m2!1d45.44059447538033!2d12.32783196975155!3f291.09286924603146!4f-5.489574055432257!5f0.7820865974627469,4302500,5.863161174,10,0.2207505519,0.3805309735,9.456384324,0.01726253556,8.992732766,0,0,0,0.1357913512,1.455257965,3.712612397,2.513056564,9.224558545,0
23,Island of Megio,San Croce,45.441402,12.329047,https://www.google.com/maps/embed?pb=!4v1750590474027!6m8!1m7!1s6BnDpCwT8ChYBf6oQRXCmA!2m2!1d45.44134967895598!2d12.32907321784623!3f25.225557692019486!4f-2.600932621629383!5f0.7820865974627469,6567291.667,3.511189767,0.5,0.01103752759,0.253164557,9.638336347,0.01388499299,9.189812039,0,0,0,0.2834831476,3.038051428,3.626918158,2.186759574,9.414074193,0
